ip_mean,ip_std,ip_kurtosis,ip_skewness,dmsnr_mean,dmsnr_std,dmsnr_kurtosis,dmsnr_skewness,label
  69.34375,  34.94984,   1.52740,   6.20459,   8.51421,  36.16923,   4.51812,  20.17417,   1
  80.62500,  43.75393,   1.68609,   3.69936,  80.40134,  80.41490,   0.54676,  -0.87108,   1
 138.90625,  57.12520,   0.09739,  -0.60676,   2.76923,  16.44562,   8.26441,  82.90554,   0
 130.66406,  41.32158,  -0.05062,   0.73498,   0.88127,  10.55568,  16.11651, 319.40567,   0
 106.04688,  45.70590,   0.66489,   0.94647,  20.75334,  51.12599,   2.44358,   4.88385,   1
 110.15625,  40.98121,   0.13211,   0.48008,   2.65970,  16.12940,   8.23656,  83.68516,   0
  25.78125,  29.41857,   6.39420,  44.77446,  26.16722,  55.69598,   2.41277,   5.32208,   1
  66.25781,  46.28972,   1.62788,   3.69759,   7.27425,  33.40689,   5.17743,  27.83719,   1
  88.50781,  45.57600,   1.20052,   2.68383,   7.73746,  36.24081,   4.82698,  22.50866,   1
  83.16406,  38.85908,   0.83723,   1.98899,   2.92977,  17.79064,   7.75098,  71.94493,   1
  80.28125,  36.89786,   0.94806,   2.76686,   0.72742,  11.20854,  18.49845, 371.19334,   0
  82.21875,  43.69799,   1.63918,   3.88940,  14.29599,  49.78162,   3.58321,  11.65153,   1
 112.42969,  35.53249,   0.29098,   1.68967,   2.47074,  18.13536,   9.84105, 109.72204,   1
  56.48438,  38.32284,   2.95250,  11.96341,   8.16388,  38.32169,   4.96365,  24.17808,   1
   6.93750,  33.50670,   5.79794,  34.35071, 122.43060,  57.29074,   0.68623,  -0.51656,   1
  61.50000,  40.76591,   2.01776,   6.74127,  10.90886,  41.62017,   4.23407,  17.59935,   1
  83.60938,  40.79431,   1.36532,   3.94826,   7.52174,  35.06218,   4.95077,  24.19596,   1
  84.40625,  51.84659,   1.26590,   1.53449,  23.59866,  61.88145,   2.49279,   4.70944,   1
  83.02344,  55.80385,   0.93103,   0.41940,  26.30435,  68.48191,   2.35539,   3.79460,   1
  33.22656,  30.45725,   5.29637,  31.05885,  26.70569,  57.70518,   2.45648,   5.32899,   1
  53.43750,  56.47728,   2.04685,   3.26106, 106.24833,  61.59755,   0.73220,  -0.48936,   1
  65.78125,  45.98946,   2.57322,   7.69583,  18.54849,  52.68814,   3.00506,   8.19040,   1
  90.78906,  35.81499,   1.78298,   6.57032,   7.31020,  33.49649,   5.15822,  27.06149,   1
  33.76562,  30.68170,   5.07781,  29.38512,  20.08194,  53.77127,   2.97466,   8.13773,   1
  96.21094,  47.56010,   0.58322,   0.29643,  17.97826,  57.40501,   3.07730,   7.91641,   1
 131.06250,  47.48992,   0.10570,  -0.01080,   2.06940,  16.34012,   9.95043, 114.26023,   0
  48.00781,  34.27839,   3.24705,  14.44099,  30.99415,  58.83101,   2.08758,   3.59858,   1
 126.49219,  45.31332,   0.22250,   0.22756,  18.32191,  53.42675,   2.71092,   5.73773,   1
  40.55469,  40.01461,   3.03400,   9.92678,  44.15970,  69.28683,   1.47603,   1.04750,   1
  66.38281,  41.07693,   2.31284,   7.79449,   7.40719,  36.72125,   5.14109,  25.64543,   1
  52.04688,  34.80388,   3.41175,  15.75031,  33.44983,  65.93653,   2.02998,   2.90227,   1
  11.98438,  34.36477,   5.53734,  31.71130, 135.36455,  72.54234,  -0.21430,  -0.91883,   1
  48.32031,  36.92813,   3.31054,  14.65000,   7.23997,  33.24544,   5.28569,  28.92601,   1
  11.03906,  31.05348,   7.37787,  54.20498, 117.83779,  69.81578,  -0.00067,  -0.60689,   1
  69.58594,  43.17869,   2.15206,   6.58011,   9.32692,  39.49600,   4.67415,  21.58863,   1
  54.29688,  34.24894,   3.11739,  13.91929,  62.39130,  75.58782,   1.06615,   0.01672,   1
  19.75000,  28.83222,   6.89909,  50.20681,  84.64214,  74.34011,   0.66680,  -0.49970,   1
  91.22656,  55.54210,   0.96876,   0.77104,  35.82358,  69.81181,   1.83379,   2.04315,   1
 113.03906,  40.29256,   0.08287,   1.10199,   2.64298,  15.89105,   8.59583,  91.30149,   0
  68.23438,  34.12282,   2.35039,   9.65479,  13.42893,  46.06024,   3.57353,  11.96268,   1
 139.70312,  53.53071,  -0.13537,  -0.47519,   1.67559,  11.06329,  13.24416, 249.87423,   0
  80.26562,  40.65893,   2.17848,   6.67471,  24.48244,  57.83899,   2.41663,   4.75887,   1
 128.70312,  44.88359,  -0.01779,   0.49029,   2.31271,  17.07212,   9.32312,  97.79956,   0
  97.78125,  48.41519,   0.76450,   0.95657,   4.95318,  28.24359,   6.09665,  37.77136,   1
 112.45312,  45.71222,   0.17536,   0.12624,   3.44314,  21.49183,   7.08373,  54.36503,   1
  49.64844,  35.18003,   2.98977,  12.14572,   6.81605,  31.83774,   5.34064,  29.96321,   1
 111.35156,  58.11433,   0.39692,  -0.49910,  12.18729,  46.76394,   3.84974,  13.64634,   1
  95.17188,  42.95730,   0.87944,   1.84868,   2.55853,  16.14988,   9.46329, 113.18986,   1
 109.50000,  57.24659,   0.78733,  -0.39047,   9.26589,  39.98314,   4.53193,  19.86216,   1
 112.80469,  45.75479,   0.54071,   0.74663,   3.15468,  19.84194,   8.77915,  87.67615,   1
  97.60938,  39.60099,   0.30540,   1.40340,   5.63294,  29.99194,   5.73839,  33.66772,   0
  92.67188,  42.18859,   1.16788,   2.92244,  11.81355,  42.10204,   3.89976,  14.78653,   1
  44.51562,  41.04837,   3.53802,  13.47874,   7.18227,  31.96861,   5.24420,  29.21447,   1
  70.67969,  42.33865,   1.95379,   6.08463,  20.90301,  57.83641,   2.77972,   6.40286,   1
  60.15625,  31.93070,   3.09069,  15.30875,  10.86706,  43.26165,   4.15366,  16.45841,   1
  55.66406,  36.00939,   3.14272,  12.78201,  50.65803,  70.54993,   1.29304,   0.62072,   1
 103.75000,  44.65300,   0.93975,   1.42274,  26.52258,  61.73612,   2.10729,   2.88729,   1
  50.92969,  32.59414,   3.64774,  17.38148,  33.86037,  57.92865,   2.22924,   4.41970,   1
  14.68750,  34.72228,   5.33887,  28.42242, 131.89716,  65.63079,  -0.02854,  -0.46746,   1
   9.48438,  36.07349,   5.54216,  31.16069, 112.75502,  46.46298,   0.81581,   0.80790,   1
  58.64062,  55.96884,   2.12534,   3.88868,  67.66304,  79.51912,   0.85501,  -0.57944,   1
  32.51562,  44.10357,   3.40456,  11.82359,  27.54181,  52.59607,   2.26399,   4.53125,   1
  50.51562,  27.20265,   3.64446,  24.13786,  33.49331,  65.78649,   1.97115,   2.74291,   1
  51.17969,  33.57813,   3.54039,  18.44181,  47.28679,  72.85861,   1.38672,   0.62048,   1
  41.89062,  28.68341,   4.70713,  30.38440,  12.98662,  44.03778,   3.73939,  13.61330,   1
  70.24219,  62.11591,   1.46738,   1.37996,  80.69816,  75.42230,   0.51662,  -0.89158,   1
  61.64844,  38.06052,   1.61763,   5.24035,   2.31187,  19.37611,   9.25488,  92.01099,   1
  82.25000,  37.46373,   1.75902,   5.13668,  34.61957,  72.03028,   1.85100,   1.83861,   1
  75.73438,  34.44595,   1.97461,   8.21083,  12.33278,  36.37485,   3.62315,  14.51918,   1
  93.41406,  42.76307,   1.22318,   2.26911,   4.01338,  25.74157,   7.12084,  52.56245,   1
  92.95312,  35.13764,   1.28621,   4.99228,   8.15217,  36.17958,   4.67292,  21.75471,   1
  70.49219,  36.51241,   2.25687,   9.63563,   9.36288,  36.22605,   4.82307,  24.72999,   1
   9.97656,  32.25859,   5.85913,  35.45942,  68.93478,  65.17461,   0.74292,  -0.08901,   1
  75.72656,  43.68544,   1.80175,   4.55596,  10.12793,  42.69568,   4.29545,  17.41990,   1
  42.55469,  31.18037,   4.41752,  25.65261,  17.71739,  48.29204,   3.13658,   9.66388,   1
  32.13281,  63.60171,   2.19115,   3.42451,  77.74498,  66.68109,   0.94246,  -0.05891,   1
 110.92188,  47.46637,   0.84648,   1.01997,  42.50585,  73.42904,   1.42185,   0.49602,   1
  25.44531,  31.24995,   5.36569,  31.54725,  50.27759,  65.14056,   1.37617,   1.16368,   1
  92.71094,  50.13141,   1.12873,   1.43454,  11.52090,  39.26439,   3.56884,  12.34312,   1
  65.39844,  46.69203,   2.24109,   5.81058,  87.96572,  72.43958,   0.50920,  -0.65163,   1
  79.23438,  38.28481,   1.35038,   4.10063,   9.53344,  39.50551,   4.43132,  19.24791,   1
  29.95312,  38.36540,   4.15343,  17.81368, 141.46070,  62.66037,   0.19558,  -0.75750,   1
  60.71875,  37.98004,   2.31470,   8.66395,  17.06856,  48.22509,   3.30156,  10.74475,   1
  43.89844,  37.35238,   3.25327,  13.42952,  15.42893,  46.03840,   3.11905,   8.98372,   1
  18.42188,  31.73243,   5.73418,  34.56812,  69.44231,  69.64844,   0.82127,  -0.05928,   1
 139.56250,  42.96797,   0.11081,   0.07356,   2.00669,  13.81144,  10.73012, 142.65341,   0
  60.61719,  36.95291,   1.99075,   6.65736,  20.83946,  55.87788,   2.74394,   6.50011,   1
  68.35938,  31.90850,   2.16521,   9.42273,  11.73662,  41.62217,   4.04494,  16.25307,   1
  86.07031,  36.86021,   0.74417,   2.38197,   1.85870,  16.17337,  10.73619, 129.91475,   0
  29.46094,  45.86596,   3.27295,  10.58376,  50.40719,  59.84989,   1.42343,   1.42797,   1
  31.03906,  42.81618,   3.48664,  12.31109,  62.26003,  67.15053,   0.96219,   0.00861,   1
  51.71094,  39.71208,   2.98592,  11.68234,  23.57609,  52.76220,   2.51454,   5.83964,   1
  63.24219,  43.55021,   1.78720,   5.17178,   3.66973,  22.39051,   7.33699,  59.84397,   1
 108.51562,  44.31757,   0.19545,   0.70859,   1.72659,  12.75586,  11.71487, 177.51934,   1
  21.15625,  32.83991,   5.03866,  27.73543,  99.29599,  77.89049,   0.17810,  -1.00465,   1
  70.12500,  37.18325,   2.21901,   7.84554,  62.51254,  74.01762,   0.96856,  -0.17880,   1
  39.25781,  28.48170,   4.72643,  30.86717,  26.42391,  57.15601,   2.12585,   3.48989,   1
  80.10938,  42.64538,   1.61594,   3.83880,  34.99247,  70.96223,   1.82581,   1.85670,   1
  54.25781,  41.58223,   2.97932,  10.13827, 159.61120,  64.79220,  -0.93652,   0.09311,   1
  60.41406,  43.64944,   2.73527,   7.69586, 178.70067,  75.10933,  -1.28350,   0.48247,   1
  71.83594,  41.58459,   1.36749,   3.81362,   2.82274,  21.74415,   8.88698,  83.68347,   1
  91.83594,  42.76147,   0.98103,   2.20971,   6.79849,  34.33604,   5.35960,  28.41143,   1
  17.70312,  42.53039,   4.06679,  15.91027, 106.96739,  61.16254,   0.33418,  -0.30771,   1
  43.28906,  34.76509,   3.53873,  15.06370,  15.84197,  43.87268,   3.14370,   9.90838,   1
  51.10156,  37.34130,   2.83874,  10.16609,   2.95151,  18.39817,   8.91453,  90.29637,   1
  27.62500,  30.66018,   6.27023,  42.85890,  64.72575,  66.06539,   1.20521,   0.74553,   1
  67.57031,  54.79218,   2.08002,   3.50915,  43.18729,  63.33320,   1.69486,   1.96296,   1
  38.83594,  60.23882,   2.40911,   4.69451,  90.63712,  55.42049,   0.74136,   0.45921,   1
  87.39844,  44.42872,   1.11803,   1.94532,  19.08946,  52.50629,   2.92147,   7.58498,   1
  66.77344,  58.20629,   1.83873,   2.41494,  73.64381,  80.67349,   0.64964,  -0.91808,   1
 101.96094,  48.24683,   0.37971,   0.13492,   5.52843,  30.57586,   5.84812,  34.41567,   1
  64.27344,  52.70195,   1.81604,   2.62899,  64.56522,  81.38337,   0.89526,  -0.63336,   1
 122.55469,  48.84155,   0.56921,   0.36058,   2.46321,  16.81941,   8.63520,  86.11241,   1
  78.03906,  36.66836,   1.49568,   4.64823,   2.38294,  20.39092,   9.49319,  94.47134,   1
  88.45312,  36.45735,   0.50357,   2.29339,   3.18311,  22.09169,   7.47040,  58.54366,   0
  24.21094,  28.97673,   5.72383,  37.23976,  87.57358,  71.44374,   0.79108,  -0.18610,   1
  61.92188,  48.35975,   1.95264,   4.11881,  38.60368,  72.19585,   1.57561,   0.91643,   1
  91.56250,  40.51519,   1.22307,   3.48608,   6.49833,  32.41362,   5.55920,  31.57352,   1
 100.46875,  42.90249,   0.98520,   1.72184,   8.10953,  38.72168,   4.95348,  23.77018,   1
 101.95312,  50.86392,   0.46624,   0.00646,   7.67140,  38.43136,   5.15086,  25.57731,   1
  21.76562,  39.41456,   4.33683,  19.17344,  78.89298,  51.95237,   1.51281,   1.67520,   1
  47.93750,  39.75604,   3.19862,  12.62684,  14.94147,  44.21930,   3.43063,  11.83681,   1
 128.01562,  54.99048,   0.07424,  -0.62538,   6.68562,  31.27400,   4.85917,  23.39804,   0
  55.92969,  49.10562,   2.46377,   6.40477,  28.05602,  55.86294,   2.16470,   3.86614,   1
  74.11719,  51.94763,   1.73849,   2.64553,   9.32692,  35.35424,   4.59352,  21.91707,   1
  98.90625,  43.25459,   0.52297,   0.79268,   7.45067,  34.23617,   4.85247,  23.58415,   0
  74.54688,  39.23723,   2.38224,   7.96574,  13.04933,  44.73781,   3.70702,  13.32144,   1
  39.83594,  27.79157,   4.45947,  29.42813,  12.80853,  36.05803,   3.66840,  15.30073,   1
 120.20312,  44.32821,   0.57094,   0.78780,   6.03094,  29.19459,   5.61908,  33.22576,   1
  51.65625,  39.30419,   2.81520,  11.14137,   6.23997,  28.42796,   5.83350,  37.52149,   1
  73.78125,  35.79476,   2.04806,   7.98125,  12.42057,  45.11668,   3.71784,  12.73231,   1
  65.53906,  33.70759,   2.10206,   9.02327,   6.83612,  34.04799,   5.25580,  27.14459,   1
  41.15625,  42.11265,   3.44402,  12.31520,  45.91304,  68.04192,   1.35160,   0.72915,   1
  47.59375,  38.53781,   3.06416,  10.29862, 152.04013,  60.60772,  -0.06561,  -0.57946,   1
  92.38281,  46.38749,   1.01404,   2.06458,   8.62291,  37.80690,   4.70043,  21.79049,   1
  69.20312,  52.62802,   1.75125,   2.74905,  37.23662,  69.41083,   1.65874,   1.33415,   1
 105.92969,  45.30404,   0.28049,   0.22969,   3.18478,  21.11464,   7.40013,  59.10315,   1
  57.44531,  35.75061,   2.87534,  12.16127,   3.99666,  27.60311,   7.37304,  54.98271,   1
  88.52344,  50.73044,   1.16592,   0.94415, 108.02341,  66.29243,  -0.64040,  -0.83532,   1
  73.00000,  38.88826,   2.34284,   6.78045, 133.87876,  68.69177,  -0.28319,  -0.43630,   1
  89.75781,  45.67681,   0.96406,   1.84115,   4.77759,  29.49640,   6.25672,  38.48474,   1
  85.67188,  34.31361,   1.90642,   7.07072,  27.96488,  53.62184,   2.28861,   5.20095,   1
  20.80469,  35.84538,   4.68613,  22.27670, 124.50502,  71.51379,  -0.23992,  -0.59614,   1
  13.94531,  28.42735,   6.87433,  49.83630, 132.15552,  81.44223,  -0.27115,  -1.15488,   1
  86.97656,  48.25752,   1.66496,   3.47954,  22.90385,  55.94718,   2.62113,   6.13858,   1
  74.25781,  47.67390,   2.01929,   4.77581,  15.15468,  49.24630,   3.36423,  10.37875,   1
  33.18750,  37.08073,   4.53047,  21.66517,  40.07609,  64.34954,   1.67146,   1.99420,   1
  59.97656,  42.78589,   1.88446,   4.28674,   9.33696,  38.64736,   4.49137,  19.91623,   1
  71.68750,  37.18109,   2.41965,   9.42529,  13.37876,  45.80015,   3.70928,  13.24803,   1
 137.70312,  41.04368,   0.21774,   0.73226,   2.39214,  20.37879,   9.38535,  91.81793,   0
  96.53125,  43.54558,   0.65494,   0.94703,   4.64548,  22.42467,   5.98368,  40.96651,   0
  13.95312,  39.75331,   4.50242,  20.09255, 135.35870,  55.87222,  -0.01173,  -0.18672,   1
  77.57031,  40.99537,   1.21554,   2.78757,  29.68562,  69.97443,   2.19131,   3.17099,   1
 118.95312,  44.86018,   0.25545,   0.56891,   2.83278,  15.60364,   8.09549,  87.34013,   0
  69.08594,  42.08938,   2.11661,   5.82839,  20.72408,  51.30551,   2.62725,   6.39373,   1
  68.66406,  39.96078,   2.20795,   6.62612,  18.96070,  49.14829,   2.82585,   7.62633,   1
  38.92969,  29.96722,   4.10727,  23.64495,  13.74331,  47.43967,   3.74731,  13.42716,   1
  10.07812,  34.69299,   5.60228,  32.02867,  71.38880,  56.23080,   1.18323,   1.06863,   1
  38.98438,  32.87238,   4.32552,  22.71501,  19.15385,  47.67967,   2.98125,   8.74263,   1
  10.89844,  35.17497,   5.56887,  31.58575,  74.29181,  55.49253,   1.03126,   1.03448,   1
  40.36719,  35.58109,   3.83941,  17.94681,  18.14047,  46.31754,   3.17905,  10.18303,   1
 115.47656,  52.09816,   0.17811,  -0.12689,   2.23495,  15.76179,  10.00421, 121.12462,   0
 110.25781,  45.80295,   0.38476,   0.44262,   5.22492,  29.02234,   6.45724,  43.52381,   0
  74.83594,  39.23940,   0.89673,   2.26606,   7.63043,  31.56297,   4.41597,  19.88178,   0
  96.93750,  38.82850,   0.40532,   1.39445,   1.89799,  14.73221,  10.83603, 142.30678,   0
  92.32031,  38.42951,   0.73726,   2.32775,   2.28010,  19.31488,   9.65881, 100.29334,   0
 112.55469,  44.37391,   0.45163,   0.26753,   2.74916,  22.33376,   8.82508,  79.83017,   1
  84.44531,  33.64841,   2.63367,  12.43220,   7.75251,  35.20039,   5.15090,  27.27294,   1
  89.79688,  41.23946,   0.69122,   1.25332,   5.40385,  27.19138,   5.79592,  36.51868,   0
 102.85938,  40.06630,   1.25255,   3.01652,   7.44064,  36.65760,   5.07266,  24.99235,   1
  77.50781,  38.61104,   1.89557,   6.25788,  18.22074,  48.43716,   2.90754,   8.27643,   1
   7.06250,  33.62889,   5.83520,  34.93484, 111.84448,  57.00519,   0.81340,  -0.12662,   1
  65.57812,  33.34728,   2.35198,   9.97140,   6.40385,  31.10990,   5.64622,  33.64550,   1
 105.64062,  45.53497,   0.83042,   1.23264,  13.36538,  48.41508,   3.61933,  11.85833,   1
  69.79688,  39.13525,   1.57581,   4.68616,   4.50334,  28.02718,   6.96924,  50.08877,   1
 117.31250,  50.09674,   0.43342,   0.09172,   2.79682,  15.31054,   7.95796,  85.47100,   0
  80.85156,  42.48439,   1.72736,   4.15551,  18.74331,  52.96375,   2.85802,   7.05514,   1
  95.41406,  50.22924,   0.74094,   0.71314,  22.29599,  59.24230,   2.54742,   5.05885,   1
  35.17969,  26.17980,   5.37490,  39.85083,  15.74247,  52.62431,   3.47718,  10.83942,   1
  52.29688,  39.50442,   2.60532,   9.25611,  39.70903,  72.78770,   1.60176,   1.09160,   1
  64.65625,  37.14823,   2.30328,   8.67262,  39.63796,  64.43827,   1.58203,   1.46223,   1
  63.52344,  36.95647,   2.60713,   9.65926,  44.24331,  63.37556,   1.42822,   1.25805,   1
 115.49219,  52.30007,   0.14549,  -0.52823,   4.60033,  26.62748,   6.32823,  41.36984,   0
  98.82812,  44.22847,   1.01243,   1.52660,  16.86204,  51.17584,   3.08405,   8.37271,   1
  29.40625,  37.29097,   3.52071,  13.48457,  55.07274,  69.81114,   1.07231,   0.10519,   1
  77.00781,  47.94047,   1.23614,   1.92576,  22.07525,  55.06050,   2.46821,   4.92413,   1
  86.00000,  43.32165,   0.92366,   1.67147,  16.78177,  49.50945,   2.91901,   7.44188,   1
  83.16406,  45.66330,   1.44861,   3.00136,  24.69900,  61.10526,   2.35184,   4.16065,   1
 114.85156,  44.30348,   0.14243,   0.08765,   3.16722,  22.30753,   7.59103,  59.74559,   1
  64.45312,  46.45291,   2.72305,   7.11033,  97.77090,  64.29911,   1.09391,  -0.04766,   1
  21.85156,  32.90329,   5.43567,  31.25688, 103.25502,  79.73913,   0.10280,  -1.10893,   1
  34.96094,  36.16313,   4.37048,  21.30251, 108.75836,  63.77694,   0.92327,  -0.37551,   1
   8.15625,  27.12945,   7.85637,  62.86853, 128.37542,  67.90265,  -0.17733,  -0.67335,   1
  61.71875,  32.30154,   2.26666,  11.18403,  14.74916,  47.31499,   3.20123,   9.08775,   1
  45.70312,  30.71628,   4.48693,  27.46319,  34.89799,  72.41540,   1.91317,   2.16258,   1
 117.47656,  45.13677,   0.11774,   0.13809,   4.52759,  22.67865,   5.95042,  39.59302,   0
 127.08594,  54.51190,  -0.12283,  -0.69971,   2.27425,  14.88052,   9.76792, 119.61155,   0
  43.39062,  40.68346,   3.49042,  12.54182,  50.21656,  67.85578,   1.28029,   0.64612,   1
  71.39844,  47.29517,   1.31746,   2.34041,  17.11455,  46.86283,   3.07035,   9.40519,   1
  42.25781,  61.14407,   2.34405,   4.29338,  80.95569,  61.02445,   0.73754,   0.21772,   1
 112.06250,  48.14947,   0.33162,  -0.01480,   2.40635,  17.22584,   9.00872,  93.28060,   1
  21.79688,  41.35618,   3.96717,  16.01270,  58.32692,  64.92494,   1.50692,   1.25614,   1
 121.17969,  56.98430,  -0.29428,  -0.93171, 134.65552,  80.67039,  -0.24928,  -1.15905,   0
  20.58594,  38.95100,   4.10744,  17.45892,  61.43645,  66.93228,   1.36374,   0.80983,   1
 110.29688,  53.96358,   0.55167,   0.04497,  32.36288,  63.92382,   1.95999,   2.63773,   1
  75.55469,  44.96749,   1.90611,   4.06313,  26.87625,  57.57232,   2.25080,   4.09656,   1
  55.50000,  33.19097,   2.79907,  13.09123,  30.22742,  70.48327,   2.20115,   3.30333,   1
  31.79688,  34.80579,   4.32756,  20.43282,  38.00502,  62.44373,   1.84382,   2.58117,   1
  57.05469,  30.85635,   3.74148,  19.39721,  64.13629,  75.11738,   0.92067,  -0.30276,   1
  42.21094,  35.01822,   4.38524,  20.81497,  32.83027,  63.10692,   1.98201,   2.89880,   1
  43.50000,  28.49123,   4.33457,  26.33987,  39.58528,  75.53341,   1.70610,   1.40335,   1
 109.70312,  54.18535,   0.10876,  -0.48051,   4.13127,  22.13640,   7.14783,  56.81500,   0
 114.13281,  42.83332,   0.15941,  -0.06570,   2.88378,  16.13884,   7.93475,  79.98692,   0
 113.06250,  51.45792,   0.50076,   0.04359,  18.06271,  53.97154,   2.91039,   7.08774,   1
 103.56250,  46.51474,   0.30005,   0.42368,   1.53428,  13.90134,  12.30686, 175.38095,   0
  70.88281,  41.35548,   1.66734,   4.09605,   3.73746,  24.97697,   7.24159,  54.59932,   1
 101.43750,  40.85909,   0.46791,   0.57340,   2.63127,  18.55171,   8.94650,  90.88483,   0
  55.34375,  47.06452,   2.27950,   5.51542,  19.95569,  49.66664,   2.87099,   8.13879,   1
  43.25781,  62.77493,   2.37296,   4.19908,  58.58445,  69.14750,   1.22666,   0.45922,   1
  55.66406,  34.21811,   2.70479,  11.60964,  17.64967,  50.45689,   3.24178,   9.85586,   1
 138.78125,  52.61356,  -0.19480,  -0.23735,   4.99916,  27.54672,   6.28829,  41.86031,   0
  60.14844,  58.90208,   1.89173,   2.84715,  72.72659,  95.55843,   0.70690,  -1.27740,   0
  72.89844,  33.10963,   2.61994,  10.45170,   5.53846,  29.14683,   6.13797,  39.54969,   1
 115.64062,  44.06241,   0.04874,   0.16111,   2.68645,  13.89562,   8.61023, 110.06404,   0
  66.25000,  49.55631,   2.12235,   4.23445,  30.01421,  61.72484,   2.07361,   3.25667,   1
  88.77344,  41.32327,   0.47070,   1.07846,   2.55017,  15.84235,   8.66338,  93.84330,   0
 113.08594,  46.11620,   0.27729,  -0.21896,   3.18562,  17.63009,   8.69253,  96.32540,   0
  66.68750,  48.25093,   1.56793,   2.82757,  26.14967,  57.48026,   2.21643,   3.90575,   1
  13.28125,  27.46103,   6.87845,  51.71908,  74.50418,  66.06109,   1.13336,   0.41006,   1
  57.15625,  37.19468,   3.01628,  12.41577,   6.22993,  28.87019,   5.41300,  31.27126,   1
  60.90625,  31.41343,   2.41691,  12.23893,  18.09532,  49.19679,   3.03834,   8.80705,   1
  86.10156,  46.12057,   1.33544,   2.94078,   6.11371,  32.53460,   5.70807,  32.67640,   1
  22.85938,  33.00420,   5.19850,  28.10315,  73.95819,  63.18079,   0.99799,   0.52557,   1
  35.26562,  30.40546,   5.77847,  38.40017, 109.97826,  81.27120,   0.01902,  -1.12436,   1
 109.34375,  47.02766,   0.47312,   0.36874,   2.69900,  21.25057,   8.13006,  67.18602,   0
  35.85938,  30.01347,   5.33125,  34.29800,  87.69649,  84.46671,   0.47321,  -1.09053,   1
 119.67188,  39.98967,   0.35996,   0.96711,   2.61371,  15.02961,   8.93862, 104.88556,   1
  94.03906,  43.48624,   0.29990,   0.53232,   2.56104,  16.43083,   8.59944,  89.14959,   0
 131.14844,  49.44158,  -0.09060,  -0.27349,   1.90217,  13.34040,  11.62761, 175.09667,   0
 144.17969,  42.13009,  -0.11211,   0.34883,   2.93896,  17.20316,   8.32842,  84.84692,   0
  34.38281,  28.03990,   5.82093,  40.23855,  52.80518,  74.92170,   1.30838,   0.52016,   1
  81.05469,  43.26432,   1.33618,   3.28132,   5.07943,  28.21720,   6.16774,  39.38260,   1
   8.22656,  30.90490,   7.62758,  57.07049, 149.77759,  65.43617,  -0.33161,  -0.49715,   1
  58.78906,  33.07724,   2.82631,  15.03986,  17.25753,  54.34239,   3.19288,   9.01200,   1
  34.77344,  29.19766,   6.53996,  46.27396,  62.85033,  78.48118,   1.09822,  -0.03524,   1
 126.10938,  42.63787,   0.31573,   0.75513,   2.14465,  16.70960,   9.46291, 100.60469,   0
 115.57812,  45.82041,   0.38315,   0.26693,   7.19147,  31.44543,   4.81761,  23.61960,   0
 134.30469,  49.53638,  -0.10686,  -0.34367,   8.03930,  37.01619,   4.70692,  21.37673,   0
  67.62500,  38.49919,   1.71843,   5.63149,   7.79515,  36.43034,   5.03440,  25.28914,   1
  43.22656,  30.31610,   5.10130,  32.75340,  43.88462,  71.64245,   1.64170,   1.43934,   1
 144.13281,  54.22802,  -0.21332,  -0.20461,   4.38043,  25.57107,   6.28779,  40.54371,   0
  48.72656,  29.38290,   4.40851,  26.62999, 111.43729,  97.07282,  -0.07672,  -1.71508,   1
  73.98438,  36.52054,   1.56461,   5.44134,  22.13545,  55.67129,   2.36442,   4.15041,   1
 101.00781,  41.56161,   0.24711,   0.52780,   2.15385,  19.59877,   9.59510,  94.06357,   1
 132.72656,  52.18967,   0.38495,  -0.30265,   2.99164,  22.14750,   8.20247,  71.18111,   1
 111.32812,  47.37452,   0.06049,   0.10526,   1.65552,  16.37525,  11.22764, 135.22602,   0
 114.35938,  47.47791,   0.35289,   0.43811,   1.90552,  16.15079,  10.53494, 126.18196,   0
 117.87500,  43.95594,   0.26197,   0.37388,   2.46488,  16.95813,   8.68864,  88.86810,   0
 127.23438,  39.68164,   0.16875,   1.30149,   5.83528,  32.48445,   5.95262,  35.45532,   1
 130.91406,  47.21196,  -0.20144,  -0.30774,   1.05602,  13.83730,  14.39569, 218.64044,   0
  75.17188,  42.48641,   1.80485,   3.56689,  31.56020,  64.44252,   1.89372,   2.24426,   1
  51.07812,  34.00795,   2.44445,  11.13702,  34.64548,  69.53254,   1.66304,   1.06622,   1
  42.97656,  30.03240,   4.20287,  25.93141,  18.10117,  54.33182,   2.97849,   7.47002,   1
 123.49219,  43.92856,   0.59969,   0.80737,   3.82191,  22.88317,   6.70295,  48.02883,   1
  91.95312,  44.54875,   0.84932,   1.58487,  35.50251,  69.73683,   1.58633,   0.79031,   1
  25.25000,  38.45696,   4.25421,  18.29593,  77.04181,  66.90374,   0.62709,  -0.29064,   1
  80.38281,  46.30033,   1.63825,   3.07412,  40.30100,  71.85160,   1.54734,   0.97464,   1
 102.50000,  51.58670,   0.75057,   1.00837,   9.02592,  38.06237,   4.63871,  21.56845,   1
  82.82031,  33.02495,   1.70145,   7.98434,  19.73579,  51.84946,   2.67909,   6.20927,   1
  75.10156,  35.11918,   2.19811,   8.98140,  20.89465,  54.02381,   2.58094,   5.56851,   1
 139.42188,  46.89843,   0.14353,   0.30162,  31.55351,  67.98362,   1.81014,   1.53196,   0
